Price_USD,Comuna,Ubicacion,Dorms,Baths,Built Area,Parking,id,Provincia,Región,rango_baths,rango_dormitorios,rango_parqueos
509695,quintanormal,Hoevel4548y4558,7,4,384.0,3,11700213,Santiago,Metropolitana de Santiago,1-5,6-10,6-10
130760,pedroaguirrecerda,Rucalhue,2,1,112.0,1,10894299,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
159557,estacioncentral,AvenidaLasParcelas,3,1,59.0,2,10257635,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
93400,colina,PasajeGonzaloRojas,3,1,103.0,1,9232092,Chacabuco,Metropolitana de Santiago,1-5,1-5,1-5
66002,colina,HernánDíazArrieta2820,2,1,57.0,1,7085397,Chacabuco,Metropolitana de Santiago,1-5,1-5,1-5
117061,estacioncentral,Avenida5deAbril,2,1,72.0,0,7586371,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
93400,colina,GabrielaMistral/PabloNeruda,3,1,70.0,2,11688480,Chacabuco,Metropolitana de Santiago,1-5,1-5,1-5
130760,laflorida,SanCristóbalTres,2,1,50.0,1,12229303,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
94645,maipu,PasajeJosédeMoraleda,3,1,72.0,1,12223374,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
94645,maipu,Matías,3,1,46.0,1,12221068,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
112080,maipu,LasTinajas&QuintaVergara,3,1,100.0,3,12188657,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
93400,sanbernardo,ValledelAconcagua,3,2,50.0,1,12187463,Maipo,Metropolitana de Santiago,1-5,1-5,1-5
190582,maipu,Merlin,3,2,98.0,2,12187364,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
164384,quintanormal,SalvadorGutiérrez&Jujuy,4,1,69.0,2,8493024,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
247821,santiago,Cuevas,7,3,162.0,0,12155606,Santiago,Metropolitana de Santiago,1-5,6-10,6-10
98381,puentealto,PasajeLagoBertrand,2,1,,2,12149041,Cordillera,Metropolitana de Santiago,1-5,1-5,1-5
465374,laflorida,JoséMiguelCarrera,7,3,173.0,3,7850911,Santiago,Metropolitana de Santiago,1-5,6-10,6-10
597758,laflorida,Altomacul,5,6,240.0,2,6474890,Santiago,Metropolitana de Santiago,6-10,1-5,1-5
176837,santiago,Sandaniel,3,2,100.0,2,12065162,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
367867,laflorida,CaminodelaNaturaleza,3,3,105.0,2,10765504,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
487534,laflorida,Cam.LasCumbres6790,5,3,150.0,2,10105612,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
1506924,lascondes,Laforesta,5,5,360.0,4,10080545,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
199446,lampa,AvenidaLaMontañaSur4149,3,3,80.0,2,8677005,Chacabuco,Metropolitana de Santiago,1-5,1-5,1-5
161773,lampa,AvenidaLaHacienda,3,2,68.0,1,7850612,Chacabuco,Metropolitana de Santiago,1-5,1-5,1-5
93400,quilicura,Riocachapoal,2,2,70.0,0,11426067,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
62267,puentealto,CerroParedones,3,1,31.0,0,11988681,Cordillera,Metropolitana de Santiago,1-5,1-5,1-5
217933,santiago,RíoTrancura,3,3,94.0,4,11840169,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
186800,quintanormal,NuevaImperial,2,1,96.0,1,11933894,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
199253,sanbernardo,AltoJahuel,3,2,91.0,2,11915330,Maipo,Metropolitana de Santiago,1-5,1-5,1-5
93400,puentealto,TocornalExPedroDuarte,3,1,,1,6775287,Cordillera,Metropolitana de Santiago,1-5,1-5,1-5
105853,puentealto,Maullín,5,2,,1,6776151,Cordillera,Metropolitana de Santiago,1-5,1-5,1-5
93400,lapintana,VioletaParra,3,1,62.0,1,9449460,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
93400,lapintana,PoetaRamóndelValle,3,2,90.0,1,9630711,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
361146,puentealto,Noruega/Eyzaguirre,5,3,,2,8298437,Cordillera,Metropolitana de Santiago,1-5,1-5,1-5
199253,puentealto,Colombia,5,2,165.0,1,9881681,Cordillera,Metropolitana de Santiago,1-5,1-5,1-5
376997,puentealto,LaParroquia,2,1,83.0,4,10930652,Cordillera,Metropolitana de Santiago,1-5,1-5,1-5
280199,santiago,FranciscoPizarro2041,7,2,,0,11903993,Santiago,Metropolitana de Santiago,1-5,6-10,6-10
174346,renca,Montevideo,5,3,,2,11903216,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
332410,quintanormal,TadeoVargas,4,3,198.0,1,11588945,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
224159,santiago,Vichuquén,3,2,79.0,0,11791851,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
149440,santiago,LebuOriente,4,1,131.0,2,11841421,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
297634,santiago,Avenida10deJulioHuamachuco,5,4,250.0,1,7756750,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
553573,huechuraba,SantaMartadeHuechuraba,5,5,156.0,4,11831081,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
155666,maipu,DaríoPobleteNúñez,3,2,80.0,2,11607101,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
81108,sanbernardo,Sta.Ines3481,3,1,52.0,1,11824596,Maipo,Metropolitana de Santiago,1-5,1-5,1-5
143213,maipu,Aracari389,3,1,76.0,2,11786572,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
325762,sanmiguel,BartoloSoto,3,3,113.0,1,7971519,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
331967,nunoa,Av.JoséPedroAlessandri1625,4,3,109.0,1,7971620,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
199253,laflorida,LosGeranios70,3,1,84.0,2,11013162,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
199446,lampa,Lamontañasur,3,2,88.0,3,11788723,Chacabuco,Metropolitana de Santiago,1-5,1-5,1-5
323545,sanmiguel,QuintaAvenida,5,2,200.0,3,11750010,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
143213,lagranja,VillalosPensamientos,3,2,61.0,2,9694714,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
352354,pudahuel,AvenidaLasFlores,3,3,145.0,2,6059114,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
175069,maipu,PasajeSantaNidia,4,3,160.0,2,10500128,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
150685,maipu,Ptovelero,3,2,100.0,1,10733354,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
173101,maipu,Lastorres,5,2,127.0,2,10571335,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
113325,maipu,Elsurazo,3,1,55.0,1,11630172,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
237119,independencia,PasajeLeonorCepeda,5,2,120.0,0,9679579,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
175069,buin,ComercianteArmandoPérezCarrasco165,4,2,101.0,2,10221099,Maipo,Metropolitana de Santiago,1-5,1-5,1-5
415734,pudahuel,losrododendrosponiente,4,3,160.0,2,10370614,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
314681,penalolen,QuebradadeMacul,4,3,112.0,2,9462617,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
105853,talagante,VillaEsperanza,2,2,80.0,1,9225401,Talagante,Metropolitana de Santiago,1-5,1-5,1-5
105853,laflorida,LaFlorida,2,1,65.0,1,6425368,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
229584,quilicura,PasajeSantaMagdalenaQuilicur,3,2,90.0,2,9743065,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
296953,pudahuel,LaEsperanza,3,3,110.0,1,7146910,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
385595,pudahuel,LosAlmendros,5,3,165.0,2,7016500,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
237119,maipu,CondominioLasCatalpas2,4,4,130.0,1,6992761,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
432133,pudahuel,Efeso,4,3,140.0,2,8201406,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
363435,pudahuel,CerrodeloAguirre,3,3,130.0,3,10653655,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
365651,pudahuel,LosAbedules,3,3,125.0,2,9951428,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
370083,pudahuel,Callenuevaunosur,4,3,120.0,2,9644944,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
300942,pudahuel,EsterodelCobre,3,3,130.0,1,10930337,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
664819,laflorida,LaFlorida,16,12,389.0,3,2988676,Santiago,Metropolitana de Santiago,11-15,16-20,16-20
224159,maipu,LasNaciones,5,3,136.0,2,9274473,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
209215,padrehurtado,CaminoBajosdeSta.Cruz342,4,3,130.0,2,10340252,Talagante,Metropolitana de Santiago,1-5,1-5,1-5
136862,maipu,Pje.ArmandoCortinez345,3,2,85.0,1,10340294,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
199253,puentealto,CondominioJardinesdeLasVizcachas,3,3,85.0,2,6359377,Cordillera,Metropolitana de Santiago,1-5,1-5,1-5
193026,tiltil,Tiltil,7,3,250.0,8,3776733,Chacabuco,Metropolitana de Santiago,1-5,6-10,6-10
554016,lobarnechea,ElRodeo-NidodeAguilas,6,4,176.0,2,2652853,Santiago,Metropolitana de Santiago,1-5,6-10,6-10
190582,maipu,CalleSantaNidia,4,3,107.0,0,4003310,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
211706,conchali,Nilahue,6,2,,0,11608988,Santiago,Metropolitana de Santiago,1-5,6-10,6-10
112080,santiago,Verdi,4,2,,0,11608956,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
169365,sanbernardo,CondominioBarriónuevodenos,3,3,92.0,1,9060758,Maipo,Metropolitana de Santiago,1-5,1-5,1-5
148194,maipu,Elsurazo,5,2,113.0,2,8805661,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
168120,maipu,SantaBerta,4,3,93.0,0,9142610,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
336842,laflorida,Sta.Delia7718,5,3,152.0,3,7806625,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
217933,maipu,RamayanacercaMetroPlazaMaipu,4,2,110.0,3,3995128,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
487534,providencia,MiguelClaro1950,4,2,229.0,2,9542577,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
404732,buin,Maipú490,4,2,127.0,4,9379847,Maipo,Metropolitana de Santiago,1-5,1-5,1-5
105853,santiago,Carpay984,4,2,70.0,1,11572248,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
440997,colina,Sta.Elena278,3,3,118.0,3,9196861,Chacabuco,Metropolitana de Santiago,1-5,1-5,1-5
101939,padrehurtado,pasajenarciso1809,3,2,53.0,1,10851413,Talagante,Metropolitana de Santiago,1-5,1-5,1-5
205479,puentealto,Neculan,4,2,110.0,2,7469698,Cordillera,Metropolitana de Santiago,1-5,1-5,1-5
201743,puentealto,Mapulemu,3,2,80.0,1,9861911,Cordillera,Metropolitana de Santiago,1-5,1-5,1-5
1285318,lareina,PalmasdeMallorca,7,6,260.0,4,9364512,Santiago,Metropolitana de Santiago,6-10,6-10,6-10
531412,huechuraba,ElCarmen,4,3,170.0,5,11435116,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
190582,conchali,Av.CardenalJoséMaríaCaro3638,5,2,248.0,2,6715809,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
173101,recoleta,AvenidaMéxico,6,2,140.0,0,6716881,Santiago,Metropolitana de Santiago,1-5,6-10,6-10
161893,lampa,ValleGrande,2,1,60.0,3,10895192,Chacabuco,Metropolitana de Santiago,1-5,1-5,1-5
221606,maipu,Huenteno,5,3,100.0,2,9546935,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
234903,penaflor,CondominioSol,3,3,90.0,3,9978976,Talagante,Metropolitana de Santiago,1-5,1-5,1-5
99626,sanbernardo,Villaalameda,4,3,,2,11449618,Maipo,Metropolitana de Santiago,1-5,1-5,1-5
380720,huechuraba,ElSauce,4,4,140.0,3,11429525,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
553972,huechuraba,SantaMartadeHuechuraba,5,5,180.0,5,7971323,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
143213,elmonte,IgnacioPalmaVicuña218,3,3,100.0,2,11440454,Talagante,Metropolitana de Santiago,1-5,1-5,1-5
394460,nunoa,DoctorGenaroBenavides,4,3,145.0,3,11433288,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
325274,providencia,DiegodeAlmagroconSuecia,4,3,94.0,1,11425958,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
49813,santiago,JuanMartínezdeRozas2454,3,1,37.0,0,11423079,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
123288,macul,JorgeGonzálezBastías4215,2,1,70.0,1,9630477,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
69738,pedroaguirrecerda,Pje.43276,3,1,65.0,0,9630592,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
883323,santiago,Sta.Elena1130,7,3,3467.0,4,10721217,Santiago,Metropolitana de Santiago,1-5,6-10,6-10
712199,nunoa,Hannoverconestrellasolitaria,6,2,157.0,6,11417583,Santiago,Metropolitana de Santiago,1-5,6-10,6-10
6,santiago,CostaneraFerreaPoniente,4,3,82.0,4,11399089,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
186800,penalolen,Peñalolén,5,4,130.0,3,6211455,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
398892,buin,AltoSacramento,4,3,188.0,6,11381269,Maipo,Metropolitana de Santiago,1-5,1-5,1-5
246575,estacioncentral,EstaciónCentral,7,3,180.0,2,5395066,Santiago,Metropolitana de Santiago,1-5,6-10,6-10
749030,colina,CondominioCanquénNorte,4,3,270.0,4,9752751,Chacabuco,Metropolitana de Santiago,1-5,1-5,1-5
170610,conchali,SeisPoniente,6,2,156.0,1,5093646,Santiago,Metropolitana de Santiago,1-5,6-10,6-10
170637,puentealto,LosCastaños1059,3,1,85.0,2,11338850,Cordillera,Metropolitana de Santiago,1-5,1-5,1-5
228518,sanbernardo,CondominioParqueBalmaceda,4,3,108.0,2,3513793,Maipo,Metropolitana de Santiago,1-5,1-5,1-5
697385,buin,Calleelbosque,6,3,550.0,3,5857769,Maipo,Metropolitana de Santiago,1-5,6-10,6-10
330012,macul,Av.Marathon2400,4,2,144.0,3,7580054,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
14,providencia,MiguelClaroconSantaIsabelProvidencia,3,2,229.0,2,10929361,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
167534,maipu,Av.BosqueAlto3129,3,3,76.0,2,9231182,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
440847,caleradetango,SanJosédeTango,3,3,218.0,6,8310493,Maipo,Metropolitana de Santiago,1-5,1-5,1-5
186800,independencia,LongitudinalSeis1223,3,1,76.0,1,11010819,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
149440,maipu,Berkley,4,1,170.0,1,10801762,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
168421,buin,PastorPoncianoYañez,3,2,89.0,2,8620279,Maipo,Metropolitana de Santiago,1-5,1-5,1-5
171967,padrehurtado,FernandoMuñozRojas1133,3,2,74.0,1,11252860,Talagante,Metropolitana de Santiago,1-5,1-5,1-5
94521,laflorida,SantaJulia,6,2,110.0,1,10563501,Santiago,Metropolitana de Santiago,1-5,6-10,6-10
366980,santiago,Colin,5,3,263.0,0,9347456,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
664819,lascondes,DomingoBondi/AlonsodeCamargo,4,2,170.0,3,11212213,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
99626,padrehurtado,Sanbenedictino52villaSantafe,5,3,106.0,2,10223385,Talagante,Metropolitana de Santiago,1-5,1-5,1-5
177285,lampa,LaMontañaNte.3650,3,3,84.0,2,8722194,Chacabuco,Metropolitana de Santiago,1-5,1-5,1-5
96886,sanbernardo,RinconadadeNos,2,1,78.0,2,10633223,Maipo,Metropolitana de Santiago,1-5,1-5,1-5
223823,laflorida,Casaenpasajecerrado,3,2,92.0,2,9141583,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
172853,estacioncentral,MigueldeCervantes,3,1,77.0,1,9023136,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
1196675,laflorida,Lientur,4,4,182.0,5,3002413,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
1152354,santiago,AvenidaRicardoLyon/DiegodeAlmagro,5,3,254.0,4,11083332,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
143213,pedroaguirrecerda,Alhué3004,4,2,90.0,1,10090797,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
127823,puentealto,Abtao,3,1,61.0,2,11066473,Cordillera,Metropolitana de Santiago,1-5,1-5,1-5
81569,paine,ParqueNacionalAltosdeLircay,2,1,54.0,1,11029691,Maipo,Metropolitana de Santiago,1-5,1-5,1-5
143213,paine,LasAcacias112,3,1,60.0,0,9464865,Maipo,Metropolitana de Santiago,1-5,1-5,1-5
576177,penalolen,AlvaroCasanova355,4,3,140.0,2,11011207,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
89664,padrehurtado,VillaParquedelSol,3,2,65.0,1,9643153,Talagante,Metropolitana de Santiago,1-5,1-5,1-5
174346,puentealto,CalleCardenalFresno,3,3,92.0,4,7675587,Cordillera,Metropolitana de Santiago,1-5,1-5,1-5
199253,recoleta,Av.Valdivieso640,6,3,,0,10971135,Santiago,Metropolitana de Santiago,1-5,6-10,6-10
314238,sanbernardo,VolcánPomerape.,3,2,83.0,6,10957028,Maipo,Metropolitana de Santiago,1-5,1-5,1-5
509695,lareina,PríncipedeGales,5,4,150.0,2,10953746,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
144399,sanbernardo,PasajeRemi,3,2,63.0,2,10730488,Maipo,Metropolitana de Santiago,1-5,1-5,1-5
301385,penalolen,AlbertoOrregoLuco,3,2,98.0,2,10916394,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
261519,laflorida,Sinaí,4,2,153.0,2,6558925,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
257064,buin,AltoSacramento,4,3,130.0,2,8631344,Maipo,Metropolitana de Santiago,1-5,1-5,1-5
120797,maipu,NemesioAntunez,3,3,79.0,2,7726360,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
367867,lacisterna,Pintados180,5,2,150.0,3,10878080,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
93400,melipilla,entretacnaconyungaymelipilla,3,1,43.0,2,8876766,Melipilla,Metropolitana de Santiago,1-5,1-5,1-5
398892,laflorida,¡Miraesto!¡Esespectacular!RojasMagallanes,4,4,177.0,3,4870914,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
155666,macul,Montevideo,3,1,81.0,3,8174557,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
130760,lareina,Cordillera,4,1,70.0,1,6128942,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
598337,colina,PortalLosMaitenes,3,3,167.0,3,9531622,Chacabuco,Metropolitana de Santiago,1-5,1-5,1-5
314681,laflorida,EnriqueOlivaresconAlicahue,4,2,100.0,2,10697355,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
403324,colina,CaminodelMimo,5,4,139.0,2,10686291,Chacabuco,Metropolitana de Santiago,1-5,1-5,1-5
465374,sanbernardo,Eyzaguirre1210,10,4,200.0,8,10680700,Maipo,Metropolitana de Santiago,1-5,6-10,6-10
282690,quilicura,ValleLoCampino,5,3,178.0,1,9742504,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
188366,independencia,Gral.Saavedra1324,7,2,197.0,0,9555440,Santiago,Metropolitana de Santiago,1-5,6-10,6-10
332410,laflorida,CascadadelaPalomaSur,3,3,121.0,2,10656285,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
178082,recoleta,DoctorSoterodelRío&Huasco,4,2,160.0,2,7755357,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
93400,puentealto,PedroNúñezFernández,2,1,56.0,2,9634508,Cordillera,Metropolitana de Santiago,1-5,1-5,1-5
86550,buin,SanFélix129,2,1,54.0,1,9552084,Maipo,Metropolitana de Santiago,1-5,1-5,1-5
174346,puentealto,SanExpedito,3,2,90.0,1,10199601,Cordillera,Metropolitana de Santiago,1-5,1-5,1-5
1130193,lobarnechea,LasPataguas,5,6,320.0,6,10572453,Santiago,Metropolitana de Santiago,6-10,1-5,1-5
93400,padrehurtado,Villacentenario,2,1,60.0,1,10371383,Talagante,Metropolitana de Santiago,1-5,1-5,1-5
149440,penaflor,DonVicente,3,3,130.0,2,10371607,Talagante,Metropolitana de Santiago,1-5,1-5,1-5
80324,puentealto,SargentoMenadier,5,2,130.0,2,10563302,Cordillera,Metropolitana de Santiago,1-5,1-5,1-5
510005,maipu,ManuelRodríguez,5,2,,8,5964993,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
98381,estacioncentral,Anay,3,2,80.0,1,8723620,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
255293,santiago,Cuevas/Maule,7,3,161.0,0,8677192,Santiago,Metropolitana de Santiago,1-5,6-10,6-10
298879,santiago,Carmen/Barretos,5,3,190.0,1,8677225,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
109589,pudahuel,LosTricahues,3,2,65.0,2,6431360,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
92154,maipu,BanderaChilena,4,2,50.0,1,9674826,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
161893,elbosque,FedericoGana,5,3,,3,10350195,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
558448,lareina,SectorBlestGanaL3CastilloVelasco,3,2,228.0,3,9153550,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
299169,buin,AltoSacramento,4,3,119.0,2,9140364,Maipo,Metropolitana de Santiago,1-5,1-5,1-5
283656,lascondes,MartíndeZamora/lareconquista,2,1,60.0,0,10327869,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
161893,lampa,LosHalcones,3,1,85.0,3,10284765,Chacabuco,Metropolitana de Santiago,1-5,1-5,1-5
230386,sanramon,EstadioMunicipalSanRamón,3,2,,1,10257751,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
339975,penalolen,LosJardineros,4,2,250.0,4,7742050,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
224159,loprado,LosPlátanosxxx6,8,8,139.0,3,7844718,Santiago,Metropolitana de Santiago,6-10,6-10,6-10
356786,penalolen,ElOlivillo5956,5,3,131.0,1,5311878,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
149440,maipu,CerroBlanco,2,2,75.0,1,10084070,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
149440,maipu,CerroBarón,4,2,82.0,1,10081031,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
149440,puentealto,AvenidaLasNievesOriente,3,3,84.0,1,10080601,Cordillera,Metropolitana de Santiago,1-5,1-5,1-5
1063711,lascondes,RicardoCox,7,5,,4,10074591,Santiago,Metropolitana de Santiago,1-5,6-10,6-10
926315,lobarnechea,CaminodelYunque,4,3,225.0,2,7086037,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
188366,sanbernardo,PasajeTurinPoniente,4,2,85.0,2,8657276,Maipo,Metropolitana de Santiago,1-5,1-5,1-5
146438,puentealto,PasajeIslaNavarino,3,2,102.0,1,9728294,Cordillera,Metropolitana de Santiago,1-5,1-5,1-5
443213,laflorida,LasChilcasNorte,3,2,140.0,4,8574336,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
775623,penalolen,Elembalse,4,3,200.0,0,8574183,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
74720,puentealto,VillaDuraznal,3,1,,1,9809866,Cordillera,Metropolitana de Santiago,1-5,1-5,1-5
57285,lagranja,SantoTomás,3,1,,0,9809816,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
155666,puentealto,LaPrimavera,3,2,,2,9809787,Cordillera,Metropolitana de Santiago,1-5,1-5,1-5
155666,puentealto,AvenidaMéxico,3,2,,2,7970355,Cordillera,Metropolitana de Santiago,1-5,1-5,1-5
220299,nunoa,Zañartu2740,4,2,100.0,1,9767097,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
1196453,lobarnechea,CaminodeLosCastores,6,6,350.0,7,7923562,Santiago,Metropolitana de Santiago,6-10,6-10,6-10
222005,puentealto,Canaldelaluz,3,3,99.0,2,6175452,Cordillera,Metropolitana de Santiago,1-5,1-5,1-5
161893,puentealto,Aguavivanorte,3,1,75.0,1,7809524,Cordillera,Metropolitana de Santiago,1-5,1-5,1-5
174346,puentealto,Cabrero,4,1,74.0,2,8107890,Cordillera,Metropolitana de Santiago,1-5,1-5,1-5
151930,maipu,Losmoais,3,1,91.0,1,9302068,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
308033,buin,CamiloBerriosQuintanilla,3,3,112.0,2,7970036,Maipo,Metropolitana de Santiago,1-5,1-5,1-5
538504,lareina,CarlosSilvaVildósola,5,4,140.0,2,6133981,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
252802,puentealto,Independencia381,4,3,113.0,2,8189896,Cordillera,Metropolitana de Santiago,1-5,1-5,1-5
341274,puentealto,Lamontura,4,3,122.0,2,6943932,Cordillera,Metropolitana de Santiago,1-5,1-5,1-5
115816,puentealto,PasajelaCañadaOriente,2,2,49.0,1,8548548,Cordillera,Metropolitana de Santiago,1-5,1-5,1-5
709141,vitacura,Géminisii,3,2,140.0,2,5893319,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
259280,quilicura,EduardoMaira,3,2,145.0,4,8176688,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
204234,puentealto,Sanmaximo,3,2,89.0,3,8448868,Cordillera,Metropolitana de Santiago,1-5,1-5,1-5
840598,lareina,JoséZapiola8774,4,3,150.0,2,2272898,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
598337,penalolen,AlvaroCasanova355,5,4,220.0,2,7891532,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
211706,santiago,Ñuble49,2,1,85.0,0,6682214,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
94645,puentealto,PasajeQuechua02338,3,2,90.0,3,6682359,Cordillera,Metropolitana de Santiago,1-5,1-5,1-5
310249,pudahuel,VuelodeCodornizNorte,4,3,137.0,1,6355152,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
448319,lacisterna,Esmeralda&AvenidaFernandezAlbano,4,3,270.0,4,7064113,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
199253,lacisterna,brisas000,3,1,150.0,4,7063582,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
332410,pudahuel,AvenidaPedrodeAretxabala,4,3,129.0,2,6945383,Santiago,Metropolitana de Santiago,1-5,1-5,1-5
1617727,lobarnechea,ContralmiranteFernándezVial/ElTranque,6,5,344.0,5,12341490,Santiago,Metropolitana de Santiago,1-5,6-10,6-10
105853,colina,LasAraucarias,2,1,52.0,0,12341157,Chacabuco,Metropolitana de Santiago,1-5,1-5,1-5
456509,colina,Santaelenalosnogalesii,3,3,135.0,2,12341129,Chacabuco,Metropolitana de Santiago,1-5,1-5,1-5
